,time,input,output
6846,6846,0,31
6847,6847,1,0
6848,6848,0,0
6849,6849,1,1
6850,6850,0,1
6851,6851,1,2
6852,6852,0,2
6853,6853,1,3
6854,6854,0,3
6855,6855,1,4
6856,6856,0,4
6857,6857,1,5
6858,6858,0,5
6859,6859,1,6
6860,6860,0,6
6861,6861,1,7
6862,6862,0,7
6863,6863,1,8
6864,6864,0,8
6865,6865,1,9
6866,6866,0,9
6867,6867,1,10
6868,6868,0,10
6869,6869,1,11
6870,6870,0,11
6871,6871,1,12
6872,6872,0,12
6873,6873,1,13
6874,6874,0,13
6875,6875,1,14
6876,6876,0,14
6877,6877,1,15
6878,6878,0,15
6879,6879,1,16
6880,6880,0,16
6881,6881,1,17
6882,6882,0,17
6883,6883,1,18
6884,6884,0,18
6885,6885,1,19
6886,6886,0,19
6887,6887,1,20
6888,6888,0,20
6889,6889,1,21
6890,6890,0,21
6891,6891,1,22
6892,6892,0,22
6893,6893,1,23
6894,6894,0,23
6895,6895,1,24
6896,6896,0,24
6897,6897,1,25
6898,6898,0,25
6899,6899,1,26
6900,6900,0,26
6901,6901,1,27
6902,6902,0,27
6903,6903,1,28
6904,6904,0,28
6905,6905,1,29
6906,6906,0,29
6907,6907,1,30
6908,6908,0,30
6909,6909,1,31
6910,6910,0,31
6911,6911,1,0
6912,6912,0,0
6913,6913,1,1
6914,6914,0,1
6915,6915,1,2
6916,6916,0,2
6917,6917,1,3
6918,6918,0,3
6919,6919,1,4
6920,6920,0,4
6921,6921,1,5
6922,6922,0,5
6923,6923,1,6
6924,6924,0,6
6925,6925,1,7
6926,6926,0,7
6927,6927,1,8
6928,6928,0,8
6929,6929,1,9
6930,6930,0,9
6931,6931,1,10
6932,6932,0,10
6933,6933,1,11
6934,6934,0,11
6935,6935,1,12
6936,6936,0,12
6937,6937,1,13
6938,6938,0,13
6939,6939,1,14
6940,6940,0,14
6941,6941,1,15
6942,6942,0,15
6943,6943,1,16
6944,6944,0,16
6945,6945,1,17
6946,6946,0,17
6947,6947,1,18
6948,6948,0,18
6949,6949,1,19
6950,6950,0,19
6951,6951,1,20
6952,6952,0,20
6953,6953,1,21
6954,6954,0,21
6955,6955,1,22
6956,6956,0,22
6957,6957,1,23
6958,6958,0,23
6959,6959,1,24
6960,6960,0,24
6961,6961,1,25
6962,6962,0,25
6963,6963,1,26
6964,6964,0,26
6965,6965,1,27
6966,6966,0,27
6967,6967,1,28
6968,6968,0,28
6969,6969,1,29
6970,6970,0,29
6971,6971,1,30
6972,6972,0,30
6973,6973,1,31
6974,6974,0,31
6975,6975,1,0
6976,6976,0,0
6977,6977,1,1
6978,6978,0,1
6979,6979,1,2
6980,6980,0,2
6981,6981,1,3
6982,6982,0,3
6983,6983,1,4
6984,6984,0,4
6985,6985,1,5
6986,6986,0,5
6987,6987,1,6
6988,6988,0,6
6989,6989,1,7
6990,6990,0,7
6991,6991,1,8
6992,6992,0,8
6993,6993,1,9
6994,6994,0,9
6995,6995,1,10
6996,6996,0,10
6997,6997,1,11
6998,6998,0,11
6999,6999,1,12
7000,7000,0,12
7001,7001,1,13
7002,7002,0,13
7003,7003,1,14
7004,7004,0,14
7005,7005,1,15
7006,7006,0,15
7007,7007,1,16
7008,7008,0,16
7009,7009,1,17
7010,7010,0,17
7011,7011,1,18
7012,7012,0,18
7013,7013,1,19
7014,7014,0,19
7015,7015,1,20
7016,7016,0,20
7017,7017,1,21
7018,7018,0,21
7019,7019,1,22
7020,7020,0,22
7021,7021,1,23
7022,7022,0,23
7023,7023,1,24
7024,7024,0,24
7025,7025,1,25
7026,7026,0,25
7027,7027,1,26
7028,7028,0,26
7029,7029,1,27
7030,7030,0,27
7031,7031,1,28
7032,7032,0,28
7033,7033,1,29
7034,7034,0,29
7035,7035,1,30
7036,7036,0,30
7037,7037,1,31
7038,7038,0,31
7039,7039,1,0
7040,7040,0,0
7041,7041,1,1
7042,7042,0,1
7043,7043,1,2
7044,7044,0,2
7045,7045,1,3
7046,7046,0,3
7047,7047,1,4
7048,7048,0,4
7049,7049,1,5
7050,7050,0,5
7051,7051,1,6
7052,7052,0,6
7053,7053,1,7
7054,7054,0,7
7055,7055,1,8
7056,7056,0,8
7057,7057,1,9
7058,7058,0,9
7059,7059,1,10
7060,7060,0,10
7061,7061,1,11
7062,7062,0,11
7063,7063,1,12
7064,7064,0,12
7065,7065,1,13
7066,7066,0,13
7067,7067,1,14
7068,7068,0,14
7069,7069,1,15
7070,7070,0,15
7071,7071,1,16
7072,7072,0,16
7073,7073,1,17
7074,7074,0,17
7075,7075,1,18
7076,7076,0,18
7077,7077,1,19
7078,7078,0,19
7079,7079,1,20
7080,7080,0,20
7081,7081,1,21
7082,7082,0,21
7083,7083,1,22
7084,7084,0,22
7085,7085,1,23
7086,7086,0,23
7087,7087,1,24
7088,7088,0,24
7089,7089,1,25
7090,7090,0,25
7091,7091,1,26
7092,7092,0,26
7093,7093,1,27
7094,7094,0,27
7095,7095,1,28
7096,7096,0,28
7097,7097,1,29
7098,7098,0,29
7099,7099,1,30
7100,7100,0,30
7101,7101,1,31
7102,7102,0,31
7103,7103,1,0
7104,7104,0,0
7105,7105,1,1
7106,7106,0,1
7107,7107,1,2
7108,7108,0,2
7109,7109,1,3
7110,7110,0,3
7111,7111,1,4
7112,7112,0,4
7113,7113,1,5
7114,7114,0,5
7115,7115,1,6
7116,7116,0,6
7117,7117,1,7
7118,7118,0,7
7119,7119,1,8
7120,7120,0,8
7121,7121,1,9
7122,7122,0,9
7123,7123,1,10
7124,7124,0,10
7125,7125,1,11
7126,7126,0,11
7127,7127,1,12
7128,7128,0,12
7129,7129,1,13
7130,7130,0,13
7131,7131,1,14
7132,7132,0,14
7133,7133,1,15
7134,7134,0,15
7135,7135,1,16
7136,7136,0,16
7137,7137,1,17
7138,7138,0,17
7139,7139,1,18
7140,7140,0,18
7141,7141,1,19
7142,7142,0,19
7143,7143,1,20
7144,7144,0,20
7145,7145,1,21
7146,7146,0,21
7147,7147,1,22
7148,7148,0,22
7149,7149,1,23
7150,7150,0,23
7151,7151,1,24
7152,7152,0,24
7153,7153,1,25
7154,7154,0,25
7155,7155,1,26
7156,7156,0,26
7157,7157,1,27
7158,7158,0,27
7159,7159,1,28
7160,7160,0,28
7161,7161,1,29
7162,7162,0,29
7163,7163,1,30
7164,7164,0,30
7165,7165,1,31
7166,7166,0,31
7167,7167,1,0
7168,7168,0,0
7169,7169,1,1
7170,7170,0,1
7171,7171,1,2
7172,7172,0,2
7173,7173,1,3
7174,7174,0,3
7175,7175,1,4
7176,7176,0,4
7177,7177,1,5
7178,7178,0,5
7179,7179,1,6
7180,7180,0,6
7181,7181,1,7
7182,7182,0,7
7183,7183,1,8
7184,7184,0,8
7185,7185,1,9
7186,7186,0,9
7187,7187,1,10
7188,7188,0,10
7189,7189,1,11
7190,7190,0,11
7191,7191,1,12
7192,7192,0,12
7193,7193,1,13
7194,7194,0,13
7195,7195,1,14
7196,7196,0,14
7197,7197,1,15
7198,7198,0,15
7199,7199,1,16
7200,7200,0,16
7201,7201,1,17
7202,7202,0,17
7203,7203,1,18
7204,7204,0,18
7205,7205,1,19
7206,7206,0,19
7207,7207,1,20
7208,7208,0,20
7209,7209,1,21
7210,7210,0,21
7211,7211,1,22
7212,7212,0,22
7213,7213,1,23
7214,7214,0,23
7215,7215,1,24
7216,7216,0,24
7217,7217,1,25
7218,7218,0,25
7219,7219,1,26
7220,7220,0,26
7221,7221,1,27
7222,7222,0,27
7223,7223,1,28
7224,7224,0,28
7225,7225,1,29
7226,7226,0,29
7227,7227,1,30
7228,7228,0,30
7229,7229,1,31
7230,7230,0,31
7231,7231,1,0
7232,7232,0,0
7233,7233,1,1
7234,7234,0,1
7235,7235,1,2
7236,7236,0,2
7237,7237,1,3
7238,7238,0,3
7239,7239,1,4
7240,7240,0,4
7241,7241,1,5
7242,7242,0,5
7243,7243,1,6
7244,7244,0,6
7245,7245,1,7
7246,7246,0,7
7247,7247,1,8
7248,7248,0,8
7249,7249,1,9
7250,7250,0,9
7251,7251,1,10
7252,7252,0,10
7253,7253,1,11
7254,7254,0,11
7255,7255,1,12
7256,7256,0,12
7257,7257,1,13
7258,7258,0,13
7259,7259,1,14
7260,7260,0,14
7261,7261,1,15
7262,7262,0,15
7263,7263,1,16
7264,7264,0,16
7265,7265,1,17
7266,7266,0,17
7267,7267,1,18
7268,7268,0,18
7269,7269,1,19
7270,7270,0,19
7271,7271,1,20
7272,7272,0,20
7273,7273,1,21
7274,7274,0,21
7275,7275,1,22
7276,7276,0,22
7277,7277,1,23
7278,7278,0,23
7279,7279,1,24
7280,7280,0,24
7281,7281,1,25
7282,7282,0,25
7283,7283,1,26
7284,7284,0,26
7285,7285,1,27
7286,7286,0,27
7287,7287,1,28
7288,7288,0,28
7289,7289,1,29
7290,7290,0,29
7291,7291,1,30
7292,7292,0,30
7293,7293,1,31
7294,7294,0,31
7295,7295,1,0
7296,7296,0,0
7297,7297,1,1
7298,7298,0,1
7299,7299,1,2
7300,7300,0,2
7301,7301,1,3
7302,7302,0,3
7303,7303,1,4
7304,7304,0,4
7305,7305,1,5
7306,7306,0,5
7307,7307,1,6
7308,7308,0,6
7309,7309,1,7
7310,7310,0,7
7311,7311,1,8
7312,7312,0,8
7313,7313,1,9
7314,7314,0,9
7315,7315,1,10
7316,7316,0,10
7317,7317,1,11
7318,7318,0,11
7319,7319,1,12
7320,7320,0,12
7321,7321,1,13
7322,7322,0,13
7323,7323,1,14
7324,7324,0,14
7325,7325,1,15
7326,7326,0,15
7327,7327,1,16
7328,7328,0,16
7329,7329,1,17
7330,7330,0,17
7331,7331,1,18
7332,7332,0,18
7333,7333,1,19
7334,7334,0,19
7335,7335,1,20
7336,7336,0,20
7337,7337,1,21
7338,7338,0,21
7339,7339,1,22
7340,7340,0,22
7341,7341,1,23
7342,7342,0,23
7343,7343,1,24
7344,7344,0,24
7345,7345,1,25
7346,7346,0,25
7347,7347,1,26
7348,7348,0,26
7349,7349,1,27
7350,7350,0,27
7351,7351,1,28
7352,7352,0,28
7353,7353,1,29
7354,7354,0,29
7355,7355,1,30
7356,7356,0,30
7357,7357,1,31
7358,7358,0,31
7359,7359,1,0
7360,7360,0,0
7361,7361,1,1
7362,7362,0,1
7363,7363,1,2
7364,7364,0,2
7365,7365,1,3
7366,7366,0,3
7367,7367,1,4
7368,7368,0,4
7369,7369,1,5
7370,7370,0,5
7371,7371,1,6
7372,7372,0,6
7373,7373,1,7
7374,7374,0,7
7375,7375,1,8
7376,7376,0,8
7377,7377,1,9
7378,7378,0,9
7379,7379,1,10
7380,7380,0,10
7381,7381,1,11
7382,7382,0,11
7383,7383,1,12
7384,7384,0,12
7385,7385,1,13
7386,7386,0,13
7387,7387,1,14
7388,7388,0,14
7389,7389,1,15
7390,7390,0,15
7391,7391,1,16
7392,7392,0,16
7393,7393,1,17
7394,7394,0,17
7395,7395,1,18
7396,7396,0,18
7397,7397,1,19
7398,7398,0,19
7399,7399,1,20
7400,7400,0,20
7401,7401,1,21
7402,7402,0,21
7403,7403,1,22
7404,7404,0,22
7405,7405,1,23
7406,7406,0,23
7407,7407,1,24
7408,7408,0,24
7409,7409,1,25
7410,7410,0,25
7411,7411,1,26
7412,7412,0,26
7413,7413,1,27
7414,7414,0,27
7415,7415,1,28
7416,7416,0,28
7417,7417,1,29
7418,7418,0,29
7419,7419,1,30
7420,7420,0,30
7421,7421,1,31
7422,7422,0,31
7423,7423,1,0
7424,7424,0,0
7425,7425,1,1
7426,7426,0,1
7427,7427,1,2
7428,7428,0,2
7429,7429,1,3
7430,7430,0,3
7431,7431,1,4
7432,7432,0,4
7433,7433,1,5
7434,7434,0,5
7435,7435,1,6
7436,7436,0,6
7437,7437,1,7
7438,7438,0,7
7439,7439,1,8
7440,7440,0,8
7441,7441,1,9
7442,7442,0,9
7443,7443,1,10
7444,7444,0,10
7445,7445,1,11
7446,7446,0,11
7447,7447,1,12
7448,7448,0,12
7449,7449,1,13
7450,7450,0,13
7451,7451,1,14
7452,7452,0,14
7453,7453,1,15
7454,7454,0,15
7455,7455,1,16
7456,7456,0,16
7457,7457,1,17
7458,7458,0,17
7459,7459,1,18
7460,7460,0,18
7461,7461,1,19
7462,7462,0,19
7463,7463,1,20
7464,7464,0,20
7465,7465,1,21
7466,7466,0,21
7467,7467,1,22
7468,7468,0,22
7469,7469,1,23
7470,7470,0,23
7471,7471,1,24
7472,7472,0,24
7473,7473,1,25
7474,7474,0,25
7475,7475,1,26
7476,7476,0,26
7477,7477,1,27
7478,7478,0,27
7479,7479,1,28
7480,7480,0,28
7481,7481,1,29
7482,7482,0,29
7483,7483,1,30
7484,7484,0,30
7485,7485,1,31
7486,7486,0,31
7487,7487,1,0
7488,7488,0,0
7489,7489,1,1
7490,7490,0,1
7491,7491,1,2
7492,7492,0,2
7493,7493,1,3
7494,7494,0,3
7495,7495,1,4
7496,7496,0,4
7497,7497,1,5
7498,7498,0,5
7499,7499,1,6
7500,7500,0,6
7501,7501,1,7
7502,7502,0,7
7503,7503,1,8
7504,7504,0,8
7505,7505,1,9
7506,7506,0,9
7507,7507,1,10
7508,7508,0,10
7509,7509,1,11
7510,7510,0,11
7511,7511,1,12
7512,7512,0,12
7513,7513,1,13
7514,7514,0,13
7515,7515,1,14
7516,7516,0,14
7517,7517,1,15
7518,7518,0,15
7519,7519,1,16
7520,7520,0,16
7521,7521,1,17
7522,7522,0,17
7523,7523,1,18
7524,7524,0,18
7525,7525,1,19
7526,7526,0,19
7527,7527,1,20
7528,7528,0,20
7529,7529,1,21
7530,7530,0,21
7531,7531,1,22
7532,7532,0,22
7533,7533,1,23
7534,7534,0,23
7535,7535,1,24
7536,7536,0,24
7537,7537,1,25
7538,7538,0,25
7539,7539,1,26
7540,7540,0,26
7541,7541,1,27
7542,7542,0,27
7543,7543,1,28
7544,7544,0,28
7545,7545,1,29
7546,7546,0,29
7547,7547,1,30
7548,7548,0,30
7549,7549,1,31
7550,7550,0,31
7551,7551,1,0
7552,7552,0,0
7553,7553,1,1
7554,7554,0,1
7555,7555,1,2
7556,7556,0,2
7557,7557,1,3
7558,7558,0,3
7559,7559,1,4
7560,7560,0,4
7561,7561,1,5
7562,7562,0,5
7563,7563,1,6
7564,7564,0,6
7565,7565,1,7
7566,7566,0,7
7567,7567,1,8
7568,7568,0,8
7569,7569,1,9
7570,7570,0,9
7571,7571,1,10
7572,7572,0,10
7573,7573,1,11
7574,7574,0,11
7575,7575,1,12
7576,7576,0,12
7577,7577,1,13
7578,7578,0,13
7579,7579,1,14
7580,7580,0,14
7581,7581,1,15
7582,7582,0,15
7583,7583,1,16
7584,7584,0,16
7585,7585,1,17
7586,7586,0,17
7587,7587,1,18
7588,7588,0,18
7589,7589,1,19
7590,7590,0,19
7591,7591,1,20
7592,7592,0,20
7593,7593,1,21
7594,7594,0,21
7595,7595,1,22
7596,7596,0,22
7597,7597,1,23
7598,7598,0,23
7599,7599,1,24
7600,7600,0,24
7601,7601,1,25
7602,7602,0,25
7603,7603,1,26
7604,7604,0,26
7605,7605,1,27
7606,7606,0,27
7607,7607,1,28
7608,7608,0,28
7609,7609,1,29
7610,7610,0,29
7611,7611,1,30
7612,7612,0,30
7613,7613,1,31
7614,7614,0,31
7615,7615,1,0
7616,7616,0,0
7617,7617,1,1
7618,7618,0,1
7619,7619,1,2
7620,7620,0,2
7621,7621,1,3
7622,7622,0,3
7623,7623,1,4
7624,7624,0,4
7625,7625,1,5
7626,7626,0,5
7627,7627,1,6
7628,7628,0,6
7629,7629,1,7
7630,7630,0,7
7631,7631,1,8
7632,7632,0,8
7633,7633,1,9
7634,7634,0,9
7635,7635,1,10
7636,7636,0,10
7637,7637,1,11
7638,7638,0,11
7639,7639,1,12
7640,7640,0,12
7641,7641,1,13
7642,7642,0,13
7643,7643,1,14
7644,7644,0,14
7645,7645,1,15
7646,7646,0,15
7647,7647,1,16
7648,7648,0,16
7649,7649,1,17
7650,7650,0,17
7651,7651,1,18
7652,7652,0,18
7653,7653,1,19
7654,7654,0,19
7655,7655,1,20
7656,7656,0,20
7657,7657,1,21
7658,7658,0,21
7659,7659,1,22
7660,7660,0,22
7661,7661,1,23
7662,7662,0,23
7663,7663,1,24
7664,7664,0,24
7665,7665,1,25
7666,7666,0,25
7667,7667,1,26
7668,7668,0,26
7669,7669,1,27
7670,7670,0,27
7671,7671,1,28
7672,7672,0,28
7673,7673,1,29
7674,7674,0,29
7675,7675,1,30
7676,7676,0,30
7677,7677,1,31
7678,7678,0,31
7679,7679,1,0
7680,7680,0,0
7681,7681,1,1
7682,7682,0,1
7683,7683,1,2
7684,7684,0,2
7685,7685,1,3
7686,7686,0,3
7687,7687,1,4
7688,7688,0,4
7689,7689,1,5
7690,7690,0,5
7691,7691,1,6
7692,7692,0,6
7693,7693,1,7
7694,7694,0,7
7695,7695,1,8
7696,7696,0,8
7697,7697,1,9
7698,7698,0,9
7699,7699,1,10
7700,7700,0,10
7701,7701,1,11
7702,7702,0,11
7703,7703,1,12
7704,7704,0,12
7705,7705,1,13
7706,7706,0,13
7707,7707,1,14
7708,7708,0,14
7709,7709,1,15
7710,7710,0,15
7711,7711,1,16
7712,7712,0,16
7713,7713,1,17
7714,7714,0,17
7715,7715,1,18
7716,7716,0,18
7717,7717,1,19
7718,7718,0,19
7719,7719,1,20
7720,7720,0,20
7721,7721,1,21
7722,7722,0,21
7723,7723,1,22
7724,7724,0,22
7725,7725,1,23
7726,7726,0,23
7727,7727,1,24
7728,7728,0,24
7729,7729,1,25
7730,7730,0,25
7731,7731,1,26
7732,7732,0,26
7733,7733,1,27
7734,7734,0,27
7735,7735,1,28
7736,7736,0,28
7737,7737,1,29
7738,7738,0,29
7739,7739,1,30
7740,7740,0,30
7741,7741,1,31
7742,7742,0,31
7743,7743,1,0
7744,7744,0,0
7745,7745,1,1
7746,7746,0,1
7747,7747,1,2
7748,7748,0,2
7749,7749,1,3
7750,7750,0,3
7751,7751,1,4
7752,7752,0,4
7753,7753,1,5
7754,7754,0,5
7755,7755,1,6
7756,7756,0,6
7757,7757,1,7
7758,7758,0,7
7759,7759,1,8
7760,7760,0,8
7761,7761,1,9
7762,7762,0,9
7763,7763,1,10
7764,7764,0,10
7765,7765,1,11
7766,7766,0,11
7767,7767,1,12
7768,7768,0,12
7769,7769,1,13
7770,7770,0,13
7771,7771,1,14
7772,7772,0,14
7773,7773,1,15
7774,7774,0,15
7775,7775,1,16
7776,7776,0,16
7777,7777,1,17
7778,7778,0,17
7779,7779,1,18
7780,7780,0,18
7781,7781,1,19
7782,7782,0,19
7783,7783,1,20
7784,7784,0,20
7785,7785,1,21
7786,7786,0,21
7787,7787,1,22
7788,7788,0,22
7789,7789,1,23
7790,7790,0,23
7791,7791,1,24
7792,7792,0,24
7793,7793,1,25
7794,7794,0,25
7795,7795,1,26
7796,7796,0,26
7797,7797,1,27
7798,7798,0,27
7799,7799,1,28
7800,7800,0,28
7801,7801,1,29
7802,7802,0,29
7803,7803,1,30
7804,7804,0,30
7805,7805,1,31
7806,7806,0,31
7807,7807,1,0
7808,7808,0,0
7809,7809,1,1
7810,7810,0,1
7811,7811,1,2
7812,7812,0,2
7813,7813,1,3
7814,7814,0,3
7815,7815,1,4
7816,7816,0,4
7817,7817,1,5
7818,7818,0,5
7819,7819,1,6
7820,7820,0,6
7821,7821,1,7
7822,7822,0,7
7823,7823,1,8
7824,7824,0,8
7825,7825,1,9
7826,7826,0,9
7827,7827,1,10
7828,7828,0,10
7829,7829,1,11
7830,7830,0,11
7831,7831,1,12
7832,7832,0,12
7833,7833,1,13
7834,7834,0,13
7835,7835,1,14
7836,7836,0,14
7837,7837,1,15
7838,7838,0,15
7839,7839,1,16
7840,7840,0,16
7841,7841,1,17
7842,7842,0,17
7843,7843,1,18
7844,7844,0,18
7845,7845,1,19
7846,7846,0,19
7847,7847,1,20
7848,7848,0,20
7849,7849,1,21
7850,7850,0,21
7851,7851,1,22
7852,7852,0,22
7853,7853,1,23
7854,7854,0,23
7855,7855,1,24
7856,7856,0,24
7857,7857,1,25
7858,7858,0,25
7859,7859,1,26
7860,7860,0,26
7861,7861,1,27
7862,7862,0,27
7863,7863,1,28
7864,7864,0,28
7865,7865,1,29
7866,7866,0,29
7867,7867,1,30
7868,7868,0,30
7869,7869,1,31
7870,7870,0,31
7871,7871,1,0
7872,7872,0,0
7873,7873,1,1
7874,7874,0,1
7875,7875,1,2
7876,7876,0,2
7877,7877,1,3
7878,7878,0,3
7879,7879,1,4
7880,7880,0,4
7881,7881,1,5
7882,7882,0,5
7883,7883,1,6
7884,7884,0,6
7885,7885,1,7
7886,7886,0,7
7887,7887,1,8
7888,7888,0,8
7889,7889,1,9
7890,7890,0,9
7891,7891,1,10
7892,7892,0,10
7893,7893,1,11
7894,7894,0,11
7895,7895,1,12
7896,7896,0,12
7897,7897,1,13
7898,7898,0,13
7899,7899,1,14
7900,7900,0,14
7901,7901,1,15
7902,7902,0,15
7903,7903,1,16
7904,7904,0,16
7905,7905,1,17
7906,7906,0,17
7907,7907,1,18
7908,7908,0,18
7909,7909,1,19
7910,7910,0,19
7911,7911,1,20
7912,7912,0,20
7913,7913,1,21
7914,7914,0,21
7915,7915,1,22
7916,7916,0,22
7917,7917,1,23
7918,7918,0,23
7919,7919,1,24
7920,7920,0,24
7921,7921,1,25
7922,7922,0,25
7923,7923,1,26
7924,7924,0,26
7925,7925,1,27
7926,7926,0,27
7927,7927,1,28
7928,7928,0,28
7929,7929,1,29
7930,7930,0,29
7931,7931,1,30
7932,7932,0,30
7933,7933,1,31
7934,7934,0,31
7935,7935,1,0
7936,7936,0,0
7937,7937,1,1
7938,7938,0,1
7939,7939,1,2
7940,7940,0,2
7941,7941,1,3
7942,7942,0,3
7943,7943,1,4
7944,7944,0,4
7945,7945,1,5
7946,7946,0,5
7947,7947,1,6
7948,7948,0,6
7949,7949,1,7
7950,7950,0,7
7951,7951,1,8
7952,7952,0,8
7953,7953,1,9
7954,7954,0,9
7955,7955,1,10
7956,7956,0,10
7957,7957,1,11
7958,7958,0,11
7959,7959,1,12
7960,7960,0,12
7961,7961,1,13
7962,7962,0,13
7963,7963,1,14
7964,7964,0,14
7965,7965,1,15
7966,7966,0,15
7967,7967,1,16
7968,7968,0,16
7969,7969,1,17
7970,7970,0,17
7971,7971,1,18
7972,7972,0,18
7973,7973,1,19
7974,7974,0,19
7975,7975,1,20
7976,7976,0,20
7977,7977,1,21
7978,7978,0,21
7979,7979,1,22
7980,7980,0,22
7981,7981,1,23
7982,7982,0,23
7983,7983,1,24
7984,7984,0,24
7985,7985,1,25
7986,7986,0,25
7987,7987,1,26
7988,7988,0,26
7989,7989,1,27
7990,7990,0,27
7991,7991,1,28
7992,7992,0,28
7993,7993,1,29
7994,7994,0,29
7995,7995,1,30
7996,7996,0,30
7997,7997,1,31
7998,7998,0,31
7999,7999,1,0
8000,8000,0,0
8001,8001,1,1
8002,8002,0,1
8003,8003,1,2
8004,8004,0,2
8005,8005,1,3
8006,8006,0,3
8007,8007,1,4
8008,8008,0,4
8009,8009,1,5
8010,8010,0,5
8011,8011,1,6
8012,8012,0,6
8013,8013,1,7
8014,8014,0,7
8015,8015,1,8
8016,8016,0,8
8017,8017,1,9
8018,8018,0,9
8019,8019,1,10
8020,8020,0,10
8021,8021,1,11
8022,8022,0,11
8023,8023,1,12
8024,8024,0,12
8025,8025,1,13
8026,8026,0,13
8027,8027,1,14
8028,8028,0,14
8029,8029,1,15
8030,8030,0,15
8031,8031,1,16
8032,8032,0,16
8033,8033,1,17
8034,8034,0,17
8035,8035,1,18
8036,8036,0,18
8037,8037,1,19
8038,8038,0,19
8039,8039,1,20
8040,8040,0,20
8041,8041,1,21
8042,8042,0,21
8043,8043,1,22
8044,8044,0,22
8045,8045,1,23
8046,8046,0,23
8047,8047,1,24
8048,8048,0,24
8049,8049,1,25
8050,8050,0,25
8051,8051,1,26
8052,8052,0,26
8053,8053,1,27
8054,8054,0,27
8055,8055,1,28
8056,8056,0,28
8057,8057,1,29
8058,8058,0,29
8059,8059,1,30
8060,8060,0,30
8061,8061,1,31
8062,8062,0,31
8063,8063,1,0
8064,8064,0,0
8065,8065,1,1
8066,8066,0,1
8067,8067,1,2
8068,8068,0,2
8069,8069,1,3
8070,8070,0,3
8071,8071,1,4
8072,8072,0,4
8073,8073,1,5
8074,8074,0,5
8075,8075,1,6
8076,8076,0,6
8077,8077,1,7
8078,8078,0,7
8079,8079,1,8
8080,8080,0,8
8081,8081,1,9
8082,8082,0,9
8083,8083,1,10
8084,8084,0,10
8085,8085,1,11
8086,8086,0,11
8087,8087,1,12
8088,8088,0,12
8089,8089,1,13
8090,8090,0,13
8091,8091,1,14
8092,8092,0,14
8093,8093,1,15
8094,8094,0,15
8095,8095,1,16
8096,8096,0,16
8097,8097,1,17
8098,8098,0,17
8099,8099,1,18
8100,8100,0,18
8101,8101,1,19
8102,8102,0,19
8103,8103,1,20
8104,8104,0,20
8105,8105,1,21
8106,8106,0,21
8107,8107,1,22
8108,8108,0,22
8109,8109,1,23
8110,8110,0,23
8111,8111,1,24
8112,8112,0,24
8113,8113,1,25
8114,8114,0,25
8115,8115,1,26
8116,8116,0,26
8117,8117,1,27
8118,8118,0,27
8119,8119,1,28
8120,8120,0,28
8121,8121,1,29
8122,8122,0,29
8123,8123,1,30
8124,8124,0,30
8125,8125,1,31
8126,8126,0,31
8127,8127,1,0
8128,8128,0,0
8129,8129,1,1
8130,8130,0,1
8131,8131,1,2
8132,8132,0,2
8133,8133,1,3
8134,8134,0,3
8135,8135,1,4
8136,8136,0,4
8137,8137,1,5
8138,8138,0,5
8139,8139,1,6
8140,8140,0,6
8141,8141,1,7
8142,8142,0,7
8143,8143,1,8
8144,8144,0,8
8145,8145,1,9
8146,8146,0,9
8147,8147,1,10
8148,8148,0,10
8149,8149,1,11
8150,8150,0,11
8151,8151,1,12
8152,8152,0,12
8153,8153,1,13
8154,8154,0,13
8155,8155,1,14
8156,8156,0,14
8157,8157,1,15
8158,8158,0,15
8159,8159,1,16
8160,8160,0,16
8161,8161,1,17
8162,8162,0,17
8163,8163,1,18
8164,8164,0,18
8165,8165,1,19
8166,8166,0,19
8167,8167,1,20
8168,8168,0,20
8169,8169,1,21
8170,8170,0,21
8171,8171,1,22
8172,8172,0,22
8173,8173,1,23
8174,8174,0,23
8175,8175,1,24
8176,8176,0,24
8177,8177,1,25
8178,8178,0,25
8179,8179,1,26
8180,8180,0,26
8181,8181,1,27
8182,8182,0,27
8183,8183,1,28
8184,8184,0,28
8185,8185,1,29
8186,8186,0,29
8187,8187,1,30
8188,8188,0,30
8189,8189,1,31
8190,8190,0,31
8191,8191,1,0
8192,8192,0,0
8193,8193,1,1
8194,8194,0,1
8195,8195,1,2
8196,8196,0,2
8197,8197,1,3
8198,8198,0,3
8199,8199,1,4
8200,8200,0,4
8201,8201,1,5
8202,8202,0,5
8203,8203,1,6
8204,8204,0,6
8205,8205,1,7
8206,8206,0,7
8207,8207,1,8
8208,8208,0,8
8209,8209,1,9
8210,8210,0,9
8211,8211,1,10
8212,8212,0,10
8213,8213,1,11
8214,8214,0,11
8215,8215,1,12
8216,8216,0,12
8217,8217,1,13
8218,8218,0,13
8219,8219,1,14
8220,8220,0,14
8221,8221,1,15
8222,8222,0,15
8223,8223,1,16
8224,8224,0,16
8225,8225,1,17
8226,8226,0,17
8227,8227,1,18
8228,8228,0,18
8229,8229,1,19
8230,8230,0,19
8231,8231,1,20
8232,8232,0,20
8233,8233,1,21
8234,8234,0,21
8235,8235,1,22
8236,8236,0,22
8237,8237,1,23
8238,8238,0,23
8239,8239,1,24
8240,8240,0,24
8241,8241,1,25
8242,8242,0,25
8243,8243,1,26
8244,8244,0,26
